  M1  |  M2  |  M   |  T  
   27 |    8 |    4 | 216
   27 |    8 |    8 | 216
   27 |    8 |    9 | 216
   27 |    8 |   27 | 216
   28 |    8 |    2 | 56
   29 |    8 |    2 | 232
   29 |    8 |    4 | 232
   29 |    8 |    8 | 232
   29 |    8 |   29 | 232
   30 |    8 |    2 | 120
   31 |    8 |    2 | 248
   31 |    8 |    4 | 248
   31 |    8 |    8 | 248
   31 |    8 |   31 | 248
   33 |    8 |    2 | 264
   33 |    8 |    3 | 264
   33 |    8 |    4 | 264
   33 |    8 |    8 | 264
   33 |    8 |   11 | 264
   33 |    8 |   33 | 264
   34 |    8 |    2 | 136
   35 |    8 |    2 | 280
   35 |    8 |    4 | 280
   35 |    8 |    5 | 280
   35 |    8 |    7 | 280
   35 |    8 |    8 | 280
   35 |    8 |   35 | 280
   36 |    8 |    2 | 72
   37 |    8 |    2 | 296
   37 |    8 |    4 | 296
   37 |    8 |    8 | 296
   37 |    8 |   37 | 296
   39 |    8 |    2 | 312
   39 |    8 |    3 | 312
   39 |    8 |    4 | 312
   39 |    8 |    8 | 312
   39 |    8 |   13 | 312
   39 |    8 |   39 | 312
   41 |    8 |    2 | 328
   41 |    8 |    4 | 328
   41 |    8 |    8 | 328
   41 |    8 |   41 | 328
   43 |    8 |    2 | 344
   43 |    8 |    4 | 344
   43 |    8 |    8 | 344
   43 |    8 |   43 | 344
   45 |    8 |    2 | 360
   45 |    8 |    3 | 360
   45 |    8 |    4 | 360
   45 |    8 |    5 | 360
   45 |    8 |    8 | 360
   45 |    8 |    9 | 360
   45 |    8 |   15 | 360
   45 |    8 |   45 | 360
   47 |    8 |    2 | 376
   47 |    8 |    4 | 376
   47 |    8 |    8 | 376
   47 |    8 |   47 | 376
   49 |    8 |    2 | 392
   49 |    8 |    4 | 392
   49 |    8 |    7 | 392
   49 |    8 |    8 | 392
   49 |    8 |   49 | 392
    1 |    9 |    3 | 9
    1 |    9 |    9 | 9
    2 |    9 |    2 | 18
    2 |    9 |    3 | 18
    2 |    9 |    9 | 18
    4 |    9 |    2 | 36
    4 |    9 |    3 | 36
    4 |    9 |    4 | 36
    4 |    9 |    9 | 36
    5 |    9 |    3 | 45
    5 |    9 |    5 | 45
    5 |    9 |    9 | 45
    6 |    9 |    2 | 18
    6 |    9 |    3 | 18
    7 |    9 |    3 | 63
    7 |    9 |    7 | 63
    7 |    9 |    9 | 63
    8 |    9 |    2 | 72
    8 |    9 |    3 | 72
    8 |    9 |    4 | 72
    8 |    9 |    8 | 72
    8 |    9 |    9 | 72
   10 |    9 |    2 | 90
   10 |    9 |    3 | 90
   10 |    9 |    5 | 90
   10 |    9 |    9 | 90
   10 |    9 |   10 | 90
   11 |    9 |    3 | 99
   11 |    9 |    9 | 99
   11 |    9 |   11 | 99
   12 |    9 |    2 | 36
   13 |    9 |    3 | 117
   13 |    9 |    9 | 117
   13 |    9 |   13 | 117
   14 |    9 |    2 | 126
   14 |    9 |    3 | 126
   14 |    9 |    7 | 126
   14 |    9 |    9 | 126
   14 |    9 |   14 | 126
   15 |    9 |    3 | 45
   16 |    9 |    2 | 144
   16 |    9 |    3 | 144
   16 |    9 |    4 | 144
   16 |    9 |    8 | 144
   16 |    9 |    9 | 144
   16 |    9 |   16 | 144
   17 |    9 |    3 | 153
   17 |    9 |    9 | 153
   17 |    9 |   17 | 153
   19 |    9 |    3 | 171
   19 |    9 |    9 | 171
   19 |    9 |   19 | 171
   20 |    9 |    2 | 180
   20 |    9 |    3 | 180
   20 |    9 |    4 | 180
   20 |    9 |    5 | 180
   20 |    9 |    9 | 180
   20 |    9 |   10 | 180
   20 |    9 |   20 | 180
   22 |    9 |    2 | 198
   22 |    9 |    3 | 198
   22 |    9 |    9 | 198
   22 |    9 |   11 | 198
   22 |    9 |   22 | 198
   23 |    9 |    3 | 207
   23 |    9 |    9 | 207
   23 |    9 |   23 | 207
   24 |    9 |    3 | 72
   25 |    9 |    3 | 225
   25 |    9 |    5 | 225
   25 |    9 |    9 | 225
   25 |    9 |   25 | 225
   26 |    9 |    2 | 234
   26 |    9 |    3 | 234
   26 |    9 |    9 | 234
   26 |    9 |   13 | 234
   26 |    9 |   26 | 234
   28 |    9 |    2 | 252
   28 |    9 |    3 | 252
   28 |    9 |    4 | 252
   28 |    9 |    7 | 252
   28 |    9 |    9 | 252
   28 |    9 |   14 | 252
   28 |    9 |   28 | 252
   29 |    9 |    3 | 261
   29 |    9 |    9 | 261
   29 |    9 |   29 | 261
   31 |    9 |    3 | 279
   31 |    9 |    9 | 279
   31 |    9 |   31 | 279
   32 |    9 |    2 | 288
   32 |    9 |    3 | 288
   32 |    9 |    4 | 288
   32 |    9 |    8 | 288
   32 |    9 |    9 | 288
   32 |    9 |   16 | 288
   32 |    9 |   32 | 288
   33 |    9 |    3 | 99
   34 |    9 |    2 | 306
   34 |    9 |    3 | 306
   34 |    9 |    9 | 306
   34 |    9 |   17 | 306
   34 |    9 |   34 | 306
   35 |    9 |    3 | 315
   35 |    9 |    5 | 315
   35 |    9 |    7 | 315
   35 |    9 |    9 | 315
   35 |    9 |   35 | 315
   37 |    9 |    3 | 333
   37 |    9 |    9 | 333
   37 |    9 |   37 | 333
   38 |    9 |    2 | 342
   38 |    9 |    3 | 342
   38 |    9 |    9 | 342
   38 |    9 |   19 | 342
   38 |    9 |   38 | 342
   40 |    9 |    2 | 360
   40 |    9 |    3 | 360
   40 |    9 |    4 | 360
   40 |    9 |    5 | 360
   40 |    9 |    8 | 360
   40 |    9 |    9 | 360
   40 |    9 |   10 | 360
   40 |    9 |   20 | 360
   40 |    9 |   40 | 360
   41 |    9 |    3 | 369
   41 |    9 |    9 | 369
   41 |    9 |   41 | 369
   42 |    9 |    2 | 126
   43 |    9 |    3 | 387
   43 |    9 |    9 | 387
   43 |    9 |   43 | 387
   44 |    9 |    2 | 396
   44 |    9 |    3 | 396
   44 |    9 |    4 | 396
   44 |    9 |    9 | 396
   44 |    9 |   11 | 396
   44 |    9 |   22 | 396
   44 |    9 |   44 | 396
   46 |    9 |    2 | 414
   46 |    9 |    3 | 414
   46 |    9 |    9 | 414
   46 |    9 |   23 | 414
   46 |    9 |   46 | 414
   47 |    9 |    3 | 423
   47 |    9 |    9 | 423
   47 |    9 |   47 | 423
   48 |    9 |    3 | 144
   49 |    9 |    3 | 441
   49 |    9 |    7 | 441
   49 |    9 |    9 | 441
   49 |    9 |   49 | 441
    1 |   10 |    2 | 10
    1 |   10 |    5 | 10
    1 |   10 |   10 | 10
    3 |   10 |    2 | 30
    3 |   10 |    3 | 30
    3 |   10 |    5 | 30
    3 |   10 |   10 | 30
    4 |   10 |    2 | 20
    7 |   10 |    2 | 70
    7 |   10 |    5 | 70
    7 |   10 |    7 | 70
    7 |   10 |   10 | 70
    9 |   10 |    2 | 90
    9 |   10 |    3 | 90
    9 |   10 |    5 | 90
    9 |   10 |    9 | 90
    9 |   10 |   10 | 90
   11 |   10 |    2 | 110
   11 |   10 |    5 | 110
   11 |   10 |   10 | 110
   11 |   10 |   11 | 110
   12 |   10 |    2 | 60
   13 |   10 |    2 | 130
   13 |   10 |    5 | 130
   13 |   10 |   10 | 130
   13 |   10 |   13 | 130
   15 |   10 |    2 | 30
   15 |   10 |    3 | 30
   16 |   10 |    2 | 80
   16 |   10 |    4 | 80
   16 |   10 |    8 | 80
   17 |   10 |    2 | 170
   17 |   10 |    5 | 170
   17 |   10 |   10 | 170
   17 |   10 |   17 | 170
   19 |   10 |    2 | 190
   19 |   10 |    5 | 190
   19 |   10 |   10 | 190
   19 |   10 |   19 | 190
   21 |   10 |    2 | 210
   21 |   10 |    3 | 210
   21 |   10 |    5 | 210
   21 |   10 |    7 | 210
   21 |   10 |   10 | 210
   21 |   10 |   21 | 210
   23 |   10 |    2 | 230
   23 |   10 |    5 | 230
   23 |   10 |   10 | 230
   23 |   10 |   23 | 230
   25 |   10 |    2 | 50
   27 |   10 |    2 | 270
   27 |   10 |    3 | 270
   27 |   10 |    5 | 270
   27 |   10 |    9 | 270
   27 |   10 |   10 | 270
   27 |   10 |   27 | 270
   28 |   10 |    2 | 140
   29 |   10 |    2 | 290
   29 |   10 |    5 | 290
   29 |   10 |   10 | 290
   29 |   10 |   29 | 290
   31 |   10 |    2 | 310
   31 |   10 |    5 | 310
   31 |   10 |   10 | 310
   31 |   10 |   31 | 310
   32 |   10 |    2 | 160
   33 |   10 |    2 | 330
   33 |   10 |    3 | 330
   33 |   10 |    5 | 330
   33 |   10 |   10 | 330
   33 |   10 |   11 | 330
   33 |   10 |   33 | 330
   36 |   10 |    2 | 180
   37 |   10 |    2 | 370
   37 |   10 |    5 | 370
   37 |   10 |   10 | 370
   37 |   10 |   37 | 370
   39 |   10 |    2 | 390
   39 |   10 |    3 | 390
   39 |   10 |    5 | 390
   39 |   10 |   10 | 390
   39 |   10 |   13 | 390
   39 |   10 |   39 | 390
   40 |   10 |    2 | 40
   41 |   10 |    2 | 410
   41 |   10 |    5 | 410
   41 |   10 |   10 | 410
   41 |   10 |   41 | 410
   42 |   10 |    5 | 210
   43 |   10 |    2 | 430
   43 |   10 |    5 | 430
   43 |   10 |   10 | 430
   43 |   10 |   43 | 430
   45 |   10 |    2 | 90
   47 |   10 |    2 | 470
   47 |   10 |    5 | 470
   47 |   10 |   10 | 470
   47 |   10 |   47 | 470
   49 |   10 |    2 | 490
   49 |   10 |    5 | 490
   49 |   10 |    7 | 490
   49 |   10 |   10 | 490
   49 |   10 |   49 | 490
    1 |   11 |   11 | 11
    2 |   11 |    2 | 22
    2 |   11 |   11 | 22
    3 |   11 |    3 | 33
    3 |   11 |   11 | 33
    4 |   11 |    2 | 44
    4 |   11 |    4 | 44
    4 |   11 |   11 | 44
    5 |   11 |    5 | 55
    5 |   11 |   11 | 55
    6 |   11 |    2 | 66
    6 |   11 |    3 | 66
    6 |   11 |    6 | 66
    6 |   11 |   11 | 66
    7 |   11 |    7 | 77
    7 |   11 |   11 | 77
    8 |   11 |    2 | 88
    8 |   11 |    4 | 88
    8 |   11 |    8 | 88
    8 |   11 |   11 | 88
    9 |   11 |    3 | 99
    9 |   11 |    9 | 99
    9 |   11 |   11 | 99
   10 |   11 |    2 | 110
   10 |   11 |    5 | 110
   10 |   11 |   10 | 110
   10 |   11 |   11 | 110
   12 |   11 |    2 | 132
   12 |   11 |    3 | 132
   12 |   11 |    4 | 132
   12 |   11 |    6 | 132
   12 |   11 |   11 | 132
   12 |   11 |   12 | 132
   13 |   11 |   11 | 143
   13 |   11 |   13 | 143
   14 |   11 |    2 | 154
   14 |   11 |    7 | 154
   14 |   11 |   11 | 154
   14 |   11 |   14 | 154
   15 |   11 |    3 | 165
   15 |   11 |    5 | 165
   15 |   11 |   11 | 165
   15 |   11 |   15 | 165
   16 |   11 |    2 | 176
   16 |   11 |    4 | 176
   16 |   11 |    8 | 176
   16 |   11 |   11 | 176
   16 |   11 |   16 | 176
   17 |   11 |   11 | 187
   17 |   11 |   17 | 187
   18 |   11 |    2 | 198
   18 |   11 |    3 | 198
   18 |   11 |    6 | 198
   18 |   11 |    9 | 198
   18 |   11 |   11 | 198
   18 |   11 |   18 | 198
   19 |   11 |   11 | 209
   19 |   11 |   19 | 209
   20 |   11 |    2 | 220
   20 |   11 |    4 | 220
   20 |   11 |    5 | 220
   20 |   11 |   10 | 220
   20 |   11 |   11 | 220
   20 |   11 |   20 | 220
   21 |   11 |    3 | 231
   21 |   11 |    7 | 231
   21 |   11 |   11 | 231
   21 |   11 |   21 | 231
   23 |   11 |   11 | 253
   23 |   11 |   23 | 253
   24 |   11 |    2 | 264
   24 |   11 |    3 | 264
   24 |   11 |    4 | 264
   24 |   11 |    6 | 264
   24 |   11 |    8 | 264
   24 |   11 |   11 | 264
   24 |   11 |   12 | 264
   24 |   11 |   24 | 264
   25 |   11 |    5 | 275
   25 |   11 |   11 | 275
   25 |   11 |   25 | 275
   26 |   11 |    2 | 286
   26 |   11 |   11 | 286
   26 |   11 |   13 | 286
   26 |   11 |   26 | 286
   27 |   11 |    3 | 297
   27 |   11 |    9 | 297
   27 |   11 |   11 | 297
   27 |   11 |   27 | 297
   28 |   11 |    2 | 308
   28 |   11 |    4 | 308
   28 |   11 |    7 | 308
   28 |   11 |   11 | 308
   28 |   11 |   14 | 308
   28 |   11 |   28 | 308
   29 |   11 |   11 | 319
   29 |   11 |   29 | 319
   30 |   11 |    2 | 330
   30 |   11 |    3 | 330
   30 |   11 |    5 | 330
   30 |   11 |    6 | 330
   30 |   11 |   10 | 330
   30 |   11 |   11 | 330
   30 |   11 |   15 | 330
   30 |   11 |   30 | 330
   31 |   11 |   11 | 341
   31 |   11 |   31 | 341
   32 |   11 |    2 | 352
   32 |   11 |    4 | 352
   32 |   11 |    8 | 352
   32 |   11 |   11 | 352
   32 |   11 |   16 | 352
   32 |   11 |   32 | 352
   34 |   11 |    2 | 374
   34 |   11 |   11 | 374
   34 |   11 |   17 | 374
   34 |   11 |   34 | 374
   35 |   11 |    5 | 385
   35 |   11 |    7 | 385
   35 |   11 |   11 | 385
   35 |   11 |   35 | 385
   36 |   11 |    2 | 396
   36 |   11 |    3 | 396
   36 |   11 |    4 | 396
   36 |   11 |    6 | 396
   36 |   11 |    9 | 396
   36 |   11 |   11 | 396
   36 |   11 |   12 | 396
   36 |   11 |   18 | 396
   36 |   11 |   36 | 396
   37 |   11 |   11 | 407
   37 |   11 |   37 | 407
   38 |   11 |    2 | 418
   38 |   11 |   11 | 418
   38 |   11 |   19 | 418
   38 |   11 |   38 | 418
   39 |   11 |    3 | 429
   39 |   11 |   11 | 429
   39 |   11 |   13 | 429
   39 |   11 |   39 | 429
   40 |   11 |    2 | 440
   40 |   11 |    4 | 440
   40 |   11 |    5 | 440
   40 |   11 |    8 | 440
   40 |   11 |   10 | 440
   40 |   11 |   11 | 440
   40 |   11 |   20 | 440
   40 |   11 |   40 | 440
   41 |   11 |   11 | 451
   41 |   11 |   41 | 451
   42 |   11 |    2 | 462
   42 |   11 |    3 | 462
   42 |   11 |    6 | 462
   42 |   11 |    7 | 462
   42 |   11 |   11 | 462
   42 |   11 |   14 | 462
   42 |   11 |   21 | 462
   42 |   11 |   42 | 462
   43 |   11 |   11 | 473
   43 |   11 |   43 | 473
   44 |   11 |    2 | 44
   44 |   11 |    4 | 44
   45 |   11 |    3 | 495
   45 |   11 |    5 | 495
   45 |   11 |    9 | 495
   45 |   11 |   11 | 495
   45 |   11 |   15 | 495
   45 |   11 |   45 | 495
   46 |   11 |    2 | 506
   46 |   11 |   11 | 506
   46 |   11 |   23 | 506
   46 |   11 |   46 | 506
   47 |   11 |   11 | 517
   47 |   11 |   47 | 517
   48 |   11 |    2 | 528
   48 |   11 |    3 | 528
   48 |   11 |    4 | 528
   48 |   11 |    6 | 528
   48 |   11 |    8 | 528
   48 |   11 |   11 | 528
   48 |   11 |   12 | 528
   48 |   11 |   16 | 528
   48 |   11 |   24 | 528
   48 |   11 |   48 | 528
   49 |   11 |    7 | 539
   49 |   11 |   11 | 539
   49 |   11 |   49 | 539
    1 |   12 |    2 | 12
    1 |   12 |    3 | 12
    1 |   12 |    4 | 12
    1 |   12 |    6 | 12
    1 |   12 |   12 | 12
    2 |   12 |    2 | 12
    3 |   12 |    3 | 12
    5 |   12 |    2 | 60
    5 |   12 |    3 | 60
    5 |   12 |    4 | 60
    5 |   12 |    5 | 60
    5 |   12 |    6 | 60
    5 |   12 |   12 | 60
    6 |   12 |    2 | 12
    7 |   12 |    2 | 84
    7 |   12 |    3 | 84
    7 |   12 |    4 | 84
    7 |   12 |    6 | 84
    7 |   12 |    7 | 84
    7 |   12 |   12 | 84
    9 |   12 |    2 | 36
   10 |   12 |    2 | 60
   10 |   12 |    3 | 60
   11 |   12 |    2 | 132
   11 |   12 |    3 | 132
   11 |   12 |    4 | 132
   11 |   12 |    6 | 132
   11 |   12 |   11 | 132
   11 |   12 |   12 | 132
   12 |   12 |    2 | 12
   13 |   12 |    2 | 156
   13 |   12 |    3 | 156
   13 |   12 |    4 | 156
   13 |   12 |    6 | 156
   13 |   12 |   12 | 156
   13 |   12 |   13 | 156
   16 |   12 |    2 | 48
   17 |   12 |    2 | 204
   17 |   12 |    3 | 204
   17 |   12 |    4 | 204
   17 |   12 |    6 | 204
   17 |   12 |   12 | 204
   17 |   12 |   17 | 204
   18 |   12 |    2 | 36
   19 |   12 |    2 | 228
   19 |   12 |    3 | 228
   19 |   12 |    4 | 228
   19 |   12 |    6 | 228
   19 |   12 |   12 | 228
   19 |   12 |   19 | 228
   21 |   12 |    2 | 84
   23 |   12 |    2 | 276
   23 |   12 |    3 | 276
   23 |   12 |    4 | 276
   23 |   12 |    6 | 276
   23 |   12 |   12 | 276
   23 |   12 |   23 | 276
   25 |   12 |    2 | 300
   25 |   12 |    3 | 300
   25 |   12 |    4 | 300
   25 |   12 |    5 | 300
   25 |   12 |    6 | 300
   25 |   12 |   12 | 300
   25 |   12 |   25 | 300
   27 |   12 |    2 | 108
   28 |   12 |    2 | 84
   29 |   12 |    2 | 348
   29 |   12 |    3 | 348
   29 |   12 |    4 | 348
   29 |   12 |    6 | 348
   29 |   12 |   12 | 348
   29 |   12 |   29 | 348
   30 |   12 |    2 | 60
   31 |   12 |    2 | 372
   31 |   12 |    3 | 372
   31 |   12 |    4 | 372
   31 |   12 |    6 | 372
   31 |   12 |   12 | 372
   31 |   12 |   31 | 372
   32 |   12 |    2 | 96
   34 |   12 |    2 | 204
   35 |   12 |    2 | 420
   35 |   12 |    3 | 420
   35 |   12 |    4 | 420
   35 |   12 |    5 | 420
   35 |   12 |    6 | 420
   35 |   12 |    7 | 420
   35 |   12 |   12 | 420
   35 |   12 |   35 | 420
   36 |   12 |    2 | 36
   37 |   12 |    2 | 444
   37 |   12 |    3 | 444
   37 |   12 |    4 | 444
   37 |   12 |    6 | 444
   37 |   12 |   12 | 444
   37 |   12 |   37 | 444
   38 |   12 |    2 | 228
   41 |   12 |    2 | 492
   41 |   12 |    3 | 492
   41 |   12 |    4 | 492
   41 |   12 |    6 | 492
   41 |   12 |   12 | 492
   41 |   12 |   41 | 492
   43 |   12 |    2 | 516
   43 |   12 |    3 | 516
   43 |   12 |    4 | 516
   43 |   12 |    6 | 516
   43 |   12 |   12 | 516
   43 |   12 |   43 | 516
   47 |   12 |    2 | 564
   47 |   12 |    3 | 564
   47 |   12 |    4 | 564
   47 |   12 |    6 | 564
   47 |   12 |   12 | 564
   47 |   12 |   47 | 564
   49 |   12 |    2 | 588
   49 |   12 |    3 | 588
   49 |   12 |    4 | 588
   49 |   12 |    6 | 588
   49 |   12 |    7 | 588
   49 |   12 |   12 | 588
   49 |   12 |   49 | 588
    1 |   13 |   13 | 13
    2 |   13 |    2 | 26
    2 |   13 |   13 | 26
    3 |   13 |    3 | 39
    3 |   13 |   13 | 39
    4 |   13 |    2 | 52
    4 |   13 |    4 | 52
    4 |   13 |   13 | 52
    5 |   13 |    5 | 65
    5 |   13 |   13 | 65
    6 |   13 |    2 | 78
    6 |   13 |    3 | 78
    6 |   13 |    6 | 78
    6 |   13 |   13 | 78
    7 |   13 |    7 | 91
    7 |   13 |   13 | 91
    8 |   13 |    2 | 104
    8 |   13 |    4 | 104
    8 |   13 |    8 | 104
    8 |   13 |   13 | 104
    9 |   13 |    3 | 117
    9 |   13 |    9 | 117
    9 |   13 |   13 | 117
   10 |   13 |    2 | 130
   10 |   13 |    5 | 130
   10 |   13 |   10 | 130
   10 |   13 |   13 | 130
   11 |   13 |   11 | 143
   11 |   13 |   13 | 143
   12 |   13 |    2 | 156
   12 |   13 |    3 | 156
   12 |   13 |    4 | 156
   12 |   13 |    6 | 156
   12 |   13 |   12 | 156
   12 |   13 |   13 | 156
   14 |   13 |    2 | 182
   14 |   13 |    7 | 182
   14 |   13 |   13 | 182
   14 |   13 |   14 | 182
   15 |   13 |    3 | 195
   15 |   13 |    5 | 195
   15 |   13 |   13 | 195
   15 |   13 |   15 | 195
   16 |   13 |    2 | 208
   16 |   13 |    4 | 208
   16 |   13 |    8 | 208
   16 |   13 |   13 | 208
   16 |   13 |   16 | 208
   17 |   13 |   13 | 221
   17 |   13 |   17 | 221
   18 |   13 |    2 | 234
   18 |   13 |    3 | 234
   18 |   13 |    6 | 234
   18 |   13 |    9 | 234
   18 |   13 |   13 | 234
   18 |   13 |   18 | 234
   19 |   13 |   13 | 247
   19 |   13 |   19 | 247
   20 |   13 |    2 | 260
   20 |   13 |    4 | 260
   20 |   13 |    5 | 260
   20 |   13 |   10 | 260
   20 |   13 |   13 | 260
   20 |   13 |   20 | 260
   21 |   13 |    3 | 273
   21 |   13 |    7 | 273
   21 |   13 |   13 | 273
   21 |   13 |   21 | 273
   22 |   13 |    2 | 286
   22 |   13 |   11 | 286
   22 |   13 |   13 | 286
   22 |   13 |   22 | 286
   23 |   13 |   13 | 299
   23 |   13 |   23 | 299
   24 |   13 |    2 | 312
   24 |   13 |    3 | 312
   24 |   13 |    4 | 312
   24 |   13 |    6 | 312
   24 |   13 |    8 | 312
   24 |   13 |   12 | 312
   24 |   13 |   13 | 312
   24 |   13 |   24 | 312
   25 |   13 |    5 | 325
   25 |   13 |   13 | 325
   25 |   13 |   25 | 325
   26 |   13 |    2 | 26
   27 |   13 |    3 | 351
   27 |   13 |    9 | 351
   27 |   13 |   13 | 351
   27 |   13 |   27 | 351
   28 |   13 |    2 | 364
   28 |   13 |    4 | 364
   28 |   13 |    7 | 364
   28 |   13 |   13 | 364
   28 |   13 |   14 | 364
   28 |   13 |   28 | 364
   29 |   13 |   13 | 377
   29 |   13 |   29 | 377
   30 |   13 |    2 | 390
   30 |   13 |    3 | 390
   30 |   13 |    5 | 390
   30 |   13 |    6 | 390
   30 |   13 |   10 | 390
   30 |   13 |   13 | 390
   30 |   13 |   15 | 390
   30 |   13 |   30 | 390
   31 |   13 |   13 | 403
   31 |   13 |   31 | 403
   32 |   13 |    2 | 416
   32 |   13 |    4 | 416
   32 |   13 |    8 | 416
   32 |   13 |   13 | 416
   32 |   13 |   16 | 416
   32 |   13 |   32 | 416
   33 |   13 |    3 | 429
   33 |   13 |   11 | 429
   33 |   13 |   13 | 429
   33 |   13 |   33 | 429
   34 |   13 |    2 | 442
   34 |   13 |   13 | 442
   34 |   13 |   17 | 442
   34 |   13 |   34 | 442
   35 |   13 |    5 | 455
   35 |   13 |    7 | 455
   35 |   13 |   13 | 455
   35 |   13 |   35 | 455
   36 |   13 |    2 | 468
   36 |   13 |    3 | 468
   36 |   13 |    4 | 468
   36 |   13 |    6 | 468
   36 |   13 |    9 | 468
   36 |   13 |   12 | 468
   36 |   13 |   13 | 468
   36 |   13 |   18 | 468
   36 |   13 |   36 | 468
   37 |   13 |   13 | 481
   37 |   13 |   37 | 481
   38 |   13 |    2 | 494
   38 |   13 |   13 | 494
   38 |   13 |   19 | 494
   38 |   13 |   38 | 494
   40 |   13 |    2 | 520
   40 |   13 |    4 | 520
   40 |   13 |    5 | 520
   40 |   13 |    8 | 520
   40 |   13 |   10 | 520
   40 |   13 |   13 | 520
   40 |   13 |   20 | 520
   40 |   13 |   40 | 520
   41 |   13 |   13 | 533
   41 |   13 |   41 | 533
   42 |   13 |    2 | 546
   42 |   13 |    3 | 546
   42 |   13 |    6 | 546
   42 |   13 |    7 | 546
   42 |   13 |   13 | 546
   42 |   13 |   14 | 546
   42 |   13 |   21 | 546
   42 |   13 |   42 | 546
   43 |   13 |   13 | 559
   43 |   13 |   43 | 559
   44 |   13 |    2 | 572
   44 |   13 |    4 | 572
   44 |   13 |   11 | 572
   44 |   13 |   13 | 572
   44 |   13 |   22 | 572
   44 |   13 |   44 | 572
   45 |   13 |    3 | 585
   45 |   13 |    5 | 585
   45 |   13 |    9 | 585
   45 |   13 |   13 | 585
   45 |   13 |   15 | 585
   45 |   13 |   45 | 585
   46 |   13 |    2 | 598
   46 |   13 |   13 | 598
   46 |   13 |   23 | 598
   46 |   13 |   46 | 598
   47 |   13 |   13 | 611
   47 |   13 |   47 | 611
   48 |   13 |    2 | 624
   48 |   13 |    3 | 624
   48 |   13 |    4 | 624
   48 |   13 |    6 | 624
   48 |   13 |    8 | 624
   48 |   13 |   12 | 624
   48 |   13 |   13 | 624
   48 |   13 |   16 | 624
   48 |   13 |   24 | 624
   48 |   13 |   48 | 624
   49 |   13 |    7 | 637
   49 |   13 |   13 | 637
   49 |   13 |   49 | 637
    1 |   14 |    2 | 14
    1 |   14 |    7 | 14
    1 |   14 |   14 | 14
    3 |   14 |    2 | 42
    3 |   14 |    3 | 42
    3 |   14 |    7 | 42
    3 |   14 |   14 | 42
    5 |   14 |    2 | 70
